Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
B,Block 5,b,Site 2,Transect 3,2011,NA,26,0,2
B,Block 5,b,Site 2,Transect 3,2012,0,0,50,2
B,Block 5,b,Site 2,Transect 3,2013,20,0,26,3
B,Block 5,b,Site 2,Transect 3,2014,0,21,38,2
C,Block 1,a,Site 1,Transect 1,2000,0,20,29,3
C,Block 1,a,Site 1,Transect 1,2001,22,28,35,0
C,Block 1,a,Site 1,Transect 1,2002,0,0,40,4
C,Block 1,a,Site 1,Transect 1,2003,0,0,40,0
C,Block 1,a,Site 1,Transect 1,2004,0,17,37,0
C,Block 1,a,Site 1,Transect 1,2005,0,0,39,1
C,Block 1,a,Site 1,Transect 1,2006,16,0,54,1
C,Block 1,a,Site 1,Transect 1,2007,0,0,38,0
C,Block 1,a,Site 1,Transect 1,2008,15,18,48,2
C,Block 1,a,Site 1,Transect 1,2009,17,0,34,0
C,Block 1,a,Site 1,Transect 1,2010,0,12,0,0
C,Block 1,a,Site 1,Transect 1,2011,21,16,37,1
C,Block 1,a,Site 1,Transect 1,2012,0,0,54,1
C,Block 1,a,Site 1,Transect 1,2013,12,0,49,0
C,Block 1,a,Site 1,Transect 1,2014,0,9,44,0
C,Block 1,a,Site 1,Transect 2,2000,14,0,36,3
C,Block 1,a,Site 1,Transect 2,2001,0,24,34,0
C,Block 1,a,Site 1,Transect 2,2002,12,0,31,0
C,Block 1,a,Site 1,Transect 2,2003,0,14,36,0
C,Block 1,a,Site 1,Transect 2,2004,19,26,0,0
C,Block 1,a,Site 1,Transect 2,2005,19,16,33,0
C,Block 1,a,Site 1,Transect 2,2006,16,16,24,1
C,Block 1,a,Site 1,Transect 2,2007,0,0,42,0
C,Block 1,a,Site 1,Transect 2,2008,15,0,38,2
C,Block 1,a,Site 1,Transect 2,2009,0,17,32,0
C,Block 1,a,Site 1,Transect 2,2010,0,0,42,3
C,Block 1,a,Site 1,Transect 2,2011,12,12,0,0
C,Block 1,a,Site 1,Transect 2,2012,NA,0,45,0
C,Block 1,a,Site 1,Transect 2,2013,0,19,50,0
C,Block 1,a,Site 1,Transect 2,2014,11,0,43,0
C,Block 1,a,Site 1,Transect 3,2000,0,0,48,0
C,Block 1,a,Site 1,Transect 3,2001,4,0,46,0
C,Block 1,a,Site 1,Transect 3,2002,6,0,41,0
C,Block 1,a,Site 1,Transect 3,2003,0,3,0,0
C,Block 1,a,Site 1,Transect 3,2004,0,0,0,0
C,Block 1,a,Site 1,Transect 3,2005,3,4,54,1
C,Block 1,a,Site 1,Transect 3,2006,6,6,56,0
C,Block 1,a,Site 1,Transect 3,2007,0,5,53,0
C,Block 1,a,Site 1,Transect 3,2008,1,2,41,0
C,Block 1,a,Site 1,Transect 3,2009,0,0,69,0
C,Block 1,a,Site 1,Transect 3,2010,5,4,58,0
C,Block 1,a,Site 1,Transect 3,2011,1,0,40,0
C,Block 1,a,Site 1,Transect 3,2012,0,1,72,0
C,Block 1,a,Site 1,Transect 3,2013,0,0,56,0
C,Block 1,a,Site 1,Transect 3,2014,0,0,68,0
C,Block 1,a,Site 2,Transect 1,2000,17,18,34,0
C,Block 1,a,Site 2,Transect 1,2001,19,0,42,0
C,Block 1,a,Site 2,Transect 1,2002,14,0,32,1
C,Block 1,a,Site 2,Transect 1,2003,0,17,47,0
C,Block 1,a,Site 2,Transect 1,2004,0,25,40,0
C,Block 1,a,Site 2,Transect 1,2005,15,6,0,0
C,Block 1,a,Site 2,Transect 1,2006,18,0,38,0
C,Block 1,a,Site 2,Transect 1,2007,13,17,34,0
C,Block 1,a,Site 2,Transect 1,2008,0,0,0,2
C,Block 1,a,Site 2,Transect 1,2009,12,0,46,0
C,Block 1,a,Site 2,Transect 1,2010,15,11,33,0
C,Block 1,a,Site 2,Transect 1,2011,17,0,52,0
C,Block 1,a,Site 2,Transect 1,2012,7,0,45,0
C,Block 1,a,Site 2,Transect 1,2013,10,14,45,1
C,Block 1,a,Site 2,Transect 1,2014,6,13,37,0
C,Block 1,a,Site 2,Transect 2,2000,0,0,38,0
C,Block 1,a,Site 2,Transect 2,2001,0,16,0,0
C,Block 1,a,Site 2,Transect 2,2002,16,0,35,0
C,Block 1,a,Site 2,Transect 2,2003,11,0,40,0
C,Block 1,a,Site 2,Transect 2,2004,0,15,46,0
C,Block 1,a,Site 2,Transect 2,2005,0,8,0,0
C,Block 1,a,Site 2,Transect 2,2006,0,13,36,1
C,Block 1,a,Site 2,Transect 2,2007,0,0,33,0
C,Block 1,a,Site 2,Transect 2,2008,12,0,41,0
C,Block 1,a,Site 2,Transect 2,2009,14,8,42,0
C,Block 1,a,Site 2,Transect 2,2010,0,0,0,1
C,Block 1,a,Site 2,Transect 2,2011,0,9,0,0
C,Block 1,a,Site 2,Transect 2,2012,15,10,0,1
C,Block 1,a,Site 2,Transect 2,2013,18,0,0,3
C,Block 1,a,Site 2,Transect 2,2014,6,0,48,0
C,Block 1,a,Site 2,Transect 3,2000,8,4,43,0
C,Block 1,a,Site 2,Transect 3,2001,12,9,34,0
C,Block 1,a,Site 2,Transect 3,2002,10,0,44,0
C,Block 1,a,Site 2,Transect 3,2003,0,0,64,0
C,Block 1,a,Site 2,Transect 3,2004,8,0,66,0
C,Block 1,a,Site 2,Transect 3,2005,0,0,44,0
C,Block 1,a,Site 2,Transect 3,2006,7,0,50,0
C,Block 1,a,Site 2,Transect 3,2007,0,0,35,3
C,Block 1,a,Site 2,Transect 3,2008,5,11,37,0
C,Block 1,a,Site 2,Transect 3,2009,1,5,49,0
C,Block 1,a,Site 2,Transect 3,2010,0,0,60,0
C,Block 1,a,Site 2,Transect 3,2011,5,0,32,0
C,Block 1,a,Site 2,Transect 3,2012,0,0,53,0
C,Block 1,a,Site 2,Transect 3,2013,7,0,0,0
C,Block 1,a,Site 2,Transect 3,2014,0,0,60,0
C,Block 1,b,Site 1,Transect 1,2000,0,12,0,0
C,Block 1,b,Site 1,Transect 1,2001,22,0,42,0
C,Block 1,b,Site 1,Transect 1,2002,0,19,36,0
C,Block 1,b,Site 1,Transect 1,2003,15,25,0,0
C,Block 1,b,Site 1,Transect 1,2004,24,0,0,0
C,Block 1,b,Site 1,Transect 1,2005,0,17,50,1
C,Block 1,b,Site 1,Transect 1,2006,30,35,38,0
C,Block 1,b,Site 1,Transect 1,2007,0,0,0,0
C,Block 1,b,Site 1,Transect 1,2008,0,22,31,7
C,Block 1,b,Site 1,Transect 1,2009,0,16,39,1
C,Block 1,b,Site 1,Transect 1,2010,0,18,25,0
C,Block 1,b,Site 1,Transect 1,2011,0,17,39,0
C,Block 1,b,Site 1,Transect 1,2012,12,0,54,4
C,Block 1,b,Site 1,Transect 1,2013,24,NA,41,0
C,Block 1,b,Site 1,Transect 1,2014,18,18,0,0
C,Block 1,b,Site 1,Transect 2,2000,20,0,25,0
C,Block 1,b,Site 1,Transect 2,2001,0,0,28,0
C,Block 1,b,Site 1,Transect 2,2002,22,0,41,0
C,Block 1,b,Site 1,Transect 2,2003,21,0,36,3
C,Block 1,b,Site 1,Transect 2,2004,20,21,0,0
C,Block 1,b,Site 1,Transect 2,2005,13,0,40,1
C,Block 1,b,Site 1,Transect 2,2006,0,0,40,6
C,Block 1,b,Site 1,Transect 2,2007,24,0,0,0
C,Block 1,b,Site 1,Transect 2,2008,17,0,0,0
C,Block 1,b,Site 1,Transect 2,2009,27,23,33,0
C,Block 1,b,Site 1,Transect 2,2010,0,20,27,0
C,Block 1,b,Site 1,Transect 2,2011,0,0,36,0
C,Block 1,b,Site 1,Transect 2,2012,10,14,43,2
C,Block 1,b,Site 1,Transect 2,2013,21,29,21,3
C,Block 1,b,Site 1,Transect 2,2014,21,10,0,1
C,Block 1,b,Site 1,Transect 3,2000,0,0,46,0
C,Block 1,b,Site 1,Transect 3,2001,8,0,39,2
C,Block 1,b,Site 1,Transect 3,2002,4,5,50,0
C,Block 1,b,Site 1,Transect 3,2003,0,8,45,0
C,Block 1,b,Site 1,Transect 3,2004,7,0,0,0
C,Block 1,b,Site 1,Transect 3,2005,5,0,50,0
C,Block 1,b,Site 1,Transect 3,2006,0,0,0,0
C,Block 1,b,Site 1,Transect 3,2007,6,0,31,1
C,Block 1,b,Site 1,Transect 3,2008,15,4,0,0
C,Block 1,b,Site 1,Transect 3,2009,0,0,61,0
C,Block 1,b,Site 1,Transect 3,2010,9,8,65,0
C,Block 1,b,Site 1,Transect 3,2011,2,2,47,0
C,Block 1,b,Site 1,Transect 3,2012,0,0,74,0
C,Block 1,b,Site 1,Transect 3,2013,6,8,49,0
C,Block 1,b,Site 1,Transect 3,2014,6,0,63,0
C,Block 1,b,Site 2,Transect 1,2000,18,14,41,NA
C,Block 1,b,Site 2,Transect 1,2001,19,0,41,0
C,Block 1,b,Site 2,Transect 1,2002,0,20,37,0
C,Block 1,b,Site 2,Transect 1,2003,0,0,47,2
C,Block 1,b,Site 2,Transect 1,2004,14,0,37,0
C,Block 1,b,Site 2,Transect 1,2005,0,0,39,0
C,Block 1,b,Site 2,Transect 1,2006,0,18,27,2
C,Block 1,b,Site 2,Transect 1,2007,27,0,27,0
C,Block 1,b,Site 2,Transect 1,2008,22,15,34,0
C,Block 1,b,Site 2,Transect 1,2009,22,26,39,0
C,Block 1,b,Site 2,Transect 1,2010,24,16,0,0
C,Block 1,b,Site 2,Transect 1,2011,23,0,40,0
C,Block 1,b,Site 2,Transect 1,2012,0,0,55,0
C,Block 1,b,Site 2,Transect 1,2013,23,0,38,0
C,Block 1,b,Site 2,Transect 1,2014,24,15,0,0
C,Block 1,b,Site 2,Transect 2,2000,0,16,40,0
C,Block 1,b,Site 2,Transect 2,2001,0,0,43,0
C,Block 1,b,Site 2,Transect 2,2002,25,13,28,0
C,Block 1,b,Site 2,Transect 2,2003,0,0,33,0
C,Block 1,b,Site 2,Transect 2,2004,15,12,45,2
C,Block 1,b,Site 2,Transect 2,2005,17,0,42,0
C,Block 1,b,Site 2,Transect 2,2006,0,24,35,0
C,Block 1,b,Site 2,Transect 2,2007,14,0,0,0
C,Block 1,b,Site 2,Transect 2,2008,23,0,50,0
C,Block 1,b,Site 2,Transect 2,2009,23,0,31,1
C,Block 1,b,Site 2,Transect 2,2010,0,15,38,0
C,Block 1,b,Site 2,Transect 2,2011,18,0,42,0
C,Block 1,b,Site 2,Transect 2,2012,18,8,50,0
C,Block 1,b,Site 2,Transect 2,2013,0,11,0,1
C,Block 1,b,Site 2,Transect 2,2014,15,25,0,NA
C,Block 1,b,Site 2,Transect 3,2000,0,3,60,0
C,Block 1,b,Site 2,Transect 3,2001,11,0,48,0
C,Block 1,b,Site 2,Transect 3,2002,10,0,52,1
C,Block 1,b,Site 2,Transect 3,2003,0,0,0,0
C,Block 1,b,Site 2,Transect 3,2004,6,0,38,0
C,Block 1,b,Site 2,Transect 3,2005,7,0,44,0
C,Block 1,b,Site 2,Transect 3,2006,17,10,37,2
C,Block 1,b,Site 2,Transect 3,2007,16,15,38,0
C,Block 1,b,Site 2,Transect 3,2008,12,11,38,0
C,Block 1,b,Site 2,Transect 3,2009,0,12,42,0
C,Block 1,b,Site 2,Transect 3,2010,11,0,0,0
C,Block 1,b,Site 2,Transect 3,2011,2,0,60,0
C,Block 1,b,Site 2,Transect 3,2012,6,0,49,0
C,Block 1,b,Site 2,Transect 3,2013,10,11,44,0
C,Block 1,b,Site 2,Transect 3,2014,0,0,36,0
C,Block 2,a,Site 1,Transect 1,2000,22,25,26,1
C,Block 2,a,Site 1,Transect 1,2001,25,0,33,0
C,Block 2,a,Site 1,Transect 1,2002,0,0,34,0
C,Block 2,a,Site 1,Transect 1,2003,21,30,34,0
C,Block 2,a,Site 1,Transect 1,2004,0,0,0,0
C,Block 2,a,Site 1,Transect 1,2005,0,15,36,0
C,Block 2,a,Site 1,Transect 1,2006,0,0,0,0
C,Block 2,a,Site 1,Transect 1,2007,27,26,22,0
C,Block 2,a,Site 1,Transect 1,2008,16,NA,33,2
C,Block 2,a,Site 1,Transect 1,2009,0,0,51,0
C,Block 2,a,Site 1,Transect 1,2010,22,0,0,0
C,Block 2,a,Site 1,Transect 1,2011,13,25,44,0
C,Block 2,a,Site 1,Transect 1,2012,0,18,34,0
C,Block 2,a,Site 1,Transect 1,2013,15,20,0,0
C,Block 2,a,Site 1,Transect 1,2014,16,0,0,0
C,Block 2,a,Site 1,Transect 2,2000,10,0,48,0
C,Block 2,a,Site 1,Transect 2,2001,0,0,35,0
C,Block 2,a,Site 1,Transect 2,2002,0,0,42,0
C,Block 2,a,Site 1,Transect 2,2003,10,0,54,1
C,Block 2,a,Site 1,Transect 2,2004,15,9,48,0
C,Block 2,a,Site 1,Transect 2,2005,6,0,45,0
C,Block 2,a,Site 1,Transect 2,2006,0,0,31,0
C,Block 2,a,Site 1,Transect 2,2007,7,9,48,2
C,Block 2,a,Site 1,Transect 2,2008,0,0,40,1
C,Block 2,a,Site 1,Transect 2,2009,8,9,46,1
C,Block 2,a,Site 1,Transect 2,2010,0,0,44,0
C,Block 2,a,Site 1,Transect 2,2011,0,0,0,2
C,Block 2,a,Site 1,Transect 2,2012,0,0,0,0
C,Block 2,a,Site 1,Transect 2,2013,10,0,0,2
C,Block 2,a,Site 1,Transect 2,2014,0,3,0,1
C,Block 2,a,Site 1,Transect 3,2000,3,0,49,0
C,Block 2,a,Site 1,Transect 3,2001,7,0,40,0
C,Block 2,a,Site 1,Transect 3,2002,0,6,0,1
C,Block 2,a,Site 1,Transect 3,2003,9,0,60,0
C,Block 2,a,Site 1,Transect 3,2004,4,1,40,1
C,Block 2,a,Site 1,Transect 3,2005,2,0,63,0
C,Block 2,a,Site 1,Transect 3,2006,1,5,41,0
C,Block 2,a,Site 1,Transect 3,2007,4,0,48,0
C,Block 2,a,Site 1,Transect 3,2008,0,0,50,0
C,Block 2,a,Site 1,Transect 3,2009,0,0,0,0
C,Block 2,a,Site 1,Transect 3,2010,2,0,56,0
C,Block 2,a,Site 1,Transect 3,2011,0,0,68,0
C,Block 2,a,Site 1,Transect 3,2012,0,0,68,0
C,Block 2,a,Site 1,Transect 3,2013,0,0,47,0
C,Block 2,a,Site 1,Transect 3,2014,0,0,50,0
C,Block 2,a,Site 2,Transect 1,2000,33,27,39,0
C,Block 2,a,Site 2,Transect 1,2001,29,0,30,0
C,Block 2,a,Site 2,Transect 1,2002,25,0,25,0
C,Block 2,a,Site 2,Transect 1,2003,36,0,0,3
C,Block 2,a,Site 2,Transect 1,2004,23,0,36,0
C,Block 2,a,Site 2,Transect 1,2005,0,0,28,0
C,Block 2,a,Site 2,Transect 1,2006,35,0,26,3
C,Block 2,a,Site 2,Transect 1,2007,0,0,36,0
C,Block 2,a,Site 2,Transect 1,2008,25,29,24,0
C,Block 2,a,Site 2,Transect 1,2009,27,0,34,0
C,Block 2,a,Site 2,Transect 1,2010,0,0,24,1
C,Block 2,a,Site 2,Transect 1,2011,23,0,0,0
C,Block 2,a,Site 2,Transect 1,2012,23,0,0,0
C,Block 2,a,Site 2,Transect 1,2013,0,0,26,3
C,Block 2,a,Site 2,Transect 1,2014,0,0,38,1
C,Block 2,a,Site 2,Transect 2,2000,13,21,48,1
C,Block 2,a,Site 2,Transect 2,2001,0,25,0,1
C,Block 2,a,Site 2,Transect 2,2002,21,0,28,2
C,Block 2,a,Site 2,Transect 2,2003,0,0,38,1
C,Block 2,a,Site 2,Transect 2,2004,21,0,0,0
C,Block 2,a,Site 2,Transect 2,2005,0,0,40,0
C,Block 2,a,Site 2,Transect 2,2006,17,0,45,2
C,Block 2,a,Site 2,Transect 2,2007,13,0,37,0
C,Block 2,a,Site 2,Transect 2,2008,13,0,42,3
C,Block 2,a,Site 2,Transect 2,2009,NA,15,41,6
C,Block 2,a,Site 2,Transect 2,2010,0,20,0,1
C,Block 2,a,Site 2,Transect 2,2011,0,16,44,1
C,Block 2,a,Site 2,Transect 2,2012,11,0,49,3
C,Block 2,a,Site 2,Transect 2,2013,16,0,32,0
C,Block 2,a,Site 2,Transect 2,2014,15,0,38,0
C,Block 2,a,Site 2,Transect 3,2000,0,17,41,0
C,Block 2,a,Site 2,Transect 3,2001,0,0,0,2
C,Block 2,a,Site 2,Transect 3,2002,25,0,24,0
C,Block 2,a,Site 2,Transect 3,2003,20,0,0,0
C,Block 2,a,Site 2,Transect 3,2004,31,17,36,0
C,Block 2,a,Site 2,Transect 3,2005,26,18,38,0
C,Block 2,a,Site 2,Transect 3,2006,21,0,0,0
C,Block 2,a,Site 2,Transect 3,2007,0,26,31,2
C,Block 2,a,Site 2,Transect 3,2008,18,0,30,0
C,Block 2,a,Site 2,Transect 3,2009,NA,22,33,1
C,Block 2,a,Site 2,Transect 3,2010,0,17,18,0
C,Block 2,a,Site 2,Transect 3,2011,19,0,31,0
C,Block 2,a,Site 2,Transect 3,2012,0,13,50,8
C,Block 2,a,Site 2,Transect 3,2013,0,16,38,0
C,Block 2,a,Site 2,Transect 3,2014,14,0,0,0
C,Block 2,b,Site 1,Transect 1,2000,30,19,34,3
C,Block 2,b,Site 1,Transect 1,2001,0,0,25,0
C,Block 2,b,Site 1,Transect 1,2002,22,0,29,0
C,Block 2,b,Site 1,Transect 1,2003,25,23,32,2
C,Block 2,b,Site 1,Transect 1,2004,17,0,33,4
C,Block 2,b,Site 1,Transect 1,2005,0,0,33,0
C,Block 2,b,Site 1,Transect 1,2006,27,31,0,7
C,Block 2,b,Site 1,Transect 1,2007,41,0,26,0
C,Block 2,b,Site 1,Transect 1,2008,0,0,31,0
C,Block 2,b,Site 1,Transect 1,2009,0,0,30,0
C,Block 2,b,Site 1,Transect 1,2010,38,26,0,5
C,Block 2,b,Site 1,Transect 1,2011,0,28,0,0
C,Block 2,b,Site 1,Transect 1,2012,21,0,0,0
C,Block 2,b,Site 1,Transect 1,2013,22,0,0,0
C,Block 2,b,Site 1,Transect 1,2014,0,27,30,0
C,Block 2,b,Site 1,Transect 2,2000,0,0,40,0
C,Block 2,b,Site 1,Transect 2,2001,11,17,36,0
C,Block 2,b,Site 1,Transect 2,2002,15,14,54,1
C,Block 2,b,Site 1,Transect 2,2003,0,13,0,0
C,Block 2,b,Site 1,Transect 2,2004,0,15,47,0
C,Block 2,b,Site 1,Transect 2,2005,0,9,42,0
C,Block 2,b,Site 1,Transect 2,2006,15,14,0,0
C,Block 2,b,Site 1,Transect 2,2007,17,0,42,0
C,Block 2,b,Site 1,Transect 2,2008,0,26,35,1
C,Block 2,b,Site 1,Transect 2,2009,12,16,49,0
C,Block 2,b,Site 1,Transect 2,2010,12,0,26,2
C,Block 2,b,Site 1,Transect 2,2011,14,11,50,0
C,Block 2,b,Site 1,Transect 2,2012,0,9,NA,1
C,Block 2,b,Site 1,Transect 2,2013,0,9,50,0
C,Block 2,b,Site 1,Transect 2,2014,12,0,0,0
C,Block 2,b,Site 1,Transect 3,2000,3,1,59,0
C,Block 2,b,Site 1,Transect 3,2001,0,0,43,0
C,Block 2,b,Site 1,Transect 3,2002,2,0,64,0
C,Block 2,b,Site 1,Transect 3,2003,4,3,0,0
C,Block 2,b,Site 1,Transect 3,2004,0,4,34,1
C,Block 2,b,Site 1,Transect 3,2005,4,0,56,0
C,Block 2,b,Site 1,Transect 3,2006,12,12,0,0
C,Block 2,b,Site 1,Transect 3,2007,0,10,38,0
C,Block 2,b,Site 1,Transect 3,2008,8,18,40,0
C,Block 2,b,Site 1,Transect 3,2009,11,0,59,2
C,Block 2,b,Site 1,Transect 3,2010,11,0,43,1
C,Block 2,b,Site 1,Transect 3,2011,1,0,57,0
C,Block 2,b,Site 1,Transect 3,2012,0,0,57,0
C,Block 2,b,Site 1,Transect 3,2013,7,0,51,1
C,Block 2,b,Site 1,Transect 3,2014,9,0,48,0
C,Block 2,b,Site 2,Transect 1,2000,0,25,28,3
C,Block 2,b,Site 2,Transect 1,2001,29,0,30,0
C,Block 2,b,Site 2,Transect 1,2002,29,0,0,0
C,Block 2,b,Site 2,Transect 1,2003,0,33,26,4
C,Block 2,b,Site 2,Transect 1,2004,0,0,0,4
C,Block 2,b,Site 2,Transect 1,2005,0,0,0,7
C,Block 2,b,Site 2,Transect 1,2006,25,0,0,2
C,Block 2,b,Site 2,Transect 1,2007,22,22,16,0
C,Block 2,b,Site 2,Transect 1,2008,38,35,24,0
C,Block 2,b,Site 2,Transect 1,2009,0,35,0,0
C,Block 2,b,Site 2,Transect 1,2010,0,31,28,5
C,Block 2,b,Site 2,Transect 1,2011,0,30,19,1
C,Block 2,b,Site 2,Transect 1,2012,0,0,33,0
C,Block 2,b,Site 2,Transect 1,2013,23,0,0,0
C,Block 2,b,Site 2,Transect 1,2014,0,26,38,4
C,Block 2,b,Site 2,Transect 2,2000,22,0,34,0
C,Block 2,b,Site 2,Transect 2,2001,22,0,0,0
C,Block 2,b,Site 2,Transect 2,2002,24,17,40,4
C,Block 2,b,Site 2,Transect 2,2003,18,0,0,2
C,Block 2,b,Site 2,Transect 2,2004,24,0,41,0
C,Block 2,b,Site 2,Transect 2,2005,0,0,40,0
C,Block 2,b,Site 2,Transect 2,2006,28,0,25,0
C,Block 2,b,Site 2,Transect 2,2007,0,22,34,0
C,Block 2,b,Site 2,Transect 2,2008,0,0,0,0
C,Block 2,b,Site 2,Transect 2,2009,19,0,30,0
C,Block 2,b,Site 2,Transect 2,2010,0,0,26,0
C,Block 2,b,Site 2,Transect 2,2011,16,0,34,0
C,Block 2,b,Site 2,Transect 2,2012,0,11,0,0
C,Block 2,b,Site 2,Transect 2,2013,15,0,39,0
C,Block 2,b,Site 2,Transect 2,2014,26,23,33,0
C,Block 2,b,Site 2,Transect 3,2000,22,0,0,0
C,Block 2,b,Site 2,Transect 3,2001,0,18,32,0
C,Block 2,b,Site 2,Transect 3,2002,0,28,38,1
C,Block 2,b,Site 2,Transect 3,2003,0,0,29,0
C,Block 2,b,Site 2,Transect 3,2004,20,NA,0,2
C,Block 2,b,Site 2,Transect 3,2005,0,0,28,1
C,Block 2,b,Site 2,Transect 3,2006,0,31,18,0
C,Block 2,b,Site 2,Transect 3,2007,0,21,27,3
C,Block 2,b,Site 2,Transect 3,2008,22,0,35,2
C,Block 2,b,Site 2,Transect 3,2009,37,0,27,0
C,Block 2,b,Site 2,Transect 3,2010,0,25,0,0
C,Block 2,b,Site 2,Transect 3,2011,28,0,35,0
C,Block 2,b,Site 2,Transect 3,2012,0,21,45,3
C,Block 2,b,Site 2,Transect 3,2013,0,33,35,1
C,Block 2,b,Site 2,Transect 3,2014,30,17,0,0
C,Block 3,a,Site 1,Transect 1,2000,21,15,36,2
C,Block 3,a,Site 1,Transect 1,2001,0,35,34,0
C,Block 3,a,Site 1,Transect 1,2002,14,18,38,1
C,Block 3,a,Site 1,Transect 1,2003,20,0,34,0
C,Block 3,a,Site 1,Transect 1,2004,9,14,43,0
C,Block 3,a,Site 1,Transect 1,2005,0,0,47,1
C,Block 3,a,Site 1,Transect 1,2006,18,0,0,0
C,Block 3,a,Site 1,Transect 1,2007,0,0,46,1
C,Block 3,a,Site 1,Transect 1,2008,19,16,36,0
C,Block 3,a,Site 1,Transect 1,2009,18,0,0,2
C,Block 3,a,Site 1,Transect 1,2010,15,0,0,0
C,Block 3,a,Site 1,Transect 1,2011,17,0,36,0
C,Block 3,a,Site 1,Transect 1,2012,11,12,44,0
C,Block 3,a,Site 1,Transect 1,2013,0,19,33,3
C,Block 3,a,Site 1,Transect 1,2014,7,0,44,0
C,Block 3,a,Site 1,Transect 2,2000,0,0,39,0
C,Block 3,a,Site 1,Transect 2,2001,0,0,30,0
C,Block 3,a,Site 1,Transect 2,2002,0,9,36,1
C,Block 3,a,Site 1,Transect 2,2003,16,19,50,0
C,Block 3,a,Site 1,Transect 2,2004,21,0,32,0
C,Block 3,a,Site 1,Transect 2,2005,0,0,38,0
C,Block 3,a,Site 1,Transect 2,2006,10,19,37,0
C,Block 3,a,Site 1,Transect 2,2007,16,0,36,2
C,Block 3,a,Site 1,Transect 2,2008,15,0,42,0
C,Block 3,a,Site 1,Transect 2,2009,0,0,35,0
C,Block 3,a,Site 1,Transect 2,2010,19,0,45,0
C,Block 3,a,Site 1,Transect 2,2011,11,9,42,0
C,Block 3,a,Site 1,Transect 2,2012,0,12,37,0
C,Block 3,a,Site 1,Transect 2,2013,0,15,39,0
C,Block 3,a,Site 1,Transect 2,2014,7,8,41,0
C,Block 3,a,Site 1,Transect 3,2000,0,0,31,0
C,Block 3,a,Site 1,Transect 3,2001,0,32,0,5
C,Block 3,a,Site 1,Transect 3,2002,0,35,0,2
C,Block 3,a,Site 1,Transect 3,2003,27,21,20,0
C,Block 3,a,Site 1,Transect 3,2004,24,0,42,5
C,Block 3,a,Site 1,Transect 3,2005,20,0,29,0
C,Block 3,a,Site 1,Transect 3,2006,0,27,27,8
C,Block 3,a,Site 1,Transect 3,2007,28,27,29,4
C,Block 3,a,Site 1,Transect 3,2008,24,0,24,5
C,Block 3,a,Site 1,Transect 3,2009,23,0,26,0
C,Block 3,a,Site 1,Transect 3,2010,0,0,24,0
C,Block 3,a,Site 1,Transect 3,2011,27,0,35,5
C,Block 3,a,Site 1,Transect 3,2012,26,0,32,0
C,Block 3,a,Site 1,Transect 3,2013,0,22,0,0
C,Block 3,a,Site 1,Transect 3,2014,16,0,36,0
C,Block 3,a,Site 2,Transect 1,2000,0,37,18,0
C,Block 3,a,Site 2,Transect 1,2001,36,38,21,0
C,Block 3,a,Site 2,Transect 1,2002,0,42,0,3
C,Block 3,a,Site 2,Transect 1,2003,0,0,21,0
C,Block 3,a,Site 2,Transect 1,2004,31,0,27,0
C,Block 3,a,Site 2,Transect 1,2005,30,25,0,4
C,Block 3,a,Site 2,Transect 1,2006,32,38,26,2
C,Block 3,a,Site 2,Transect 1,2007,35,0,25,0
C,Block 3,a,Site 2,Transect 1,2008,28,0,29,2
C,Block 3,a,Site 2,Transect 1,2009,27,0,31,0
C,Block 3,a,Site 2,Transect 1,2010,0,32,29,0
C,Block 3,a,Site 2,Transect 1,2011,0,0,29,0
C,Block 3,a,Site 2,Transect 1,2012,26,34,35,6
C,Block 3,a,Site 2,Transect 1,2013,31,39,21,2
C,Block 3,a,Site 2,Transect 1,2014,0,0,0,0
C,Block 3,a,Site 2,Transect 2,2000,33,45,16,3
C,Block 3,a,Site 2,Transect 2,2001,0,41,15,5
C,Block 3,a,Site 2,Transect 2,2002,30,0,26,0
C,Block 3,a,Site 2,Transect 2,2003,32,41,0,4
C,Block 3,a,Site 2,Transect 2,2004,30,0,25,2
C,Block 3,a,Site 2,Transect 2,2005,0,29,0,0
C,Block 3,a,Site 2,Transect 2,2006,0,0,21,3
C,Block 3,a,Site 2,Transect 2,2007,0,0,23,0
C,Block 3,a,Site 2,Transect 2,2008,0,0,25,0
C,Block 3,a,Site 2,Transect 2,2009,0,0,21,0
C,Block 3,a,Site 2,Transect 2,2010,0,0,18,2
C,Block 3,a,Site 2,Transect 2,2011,0,48,18,5
C,Block 3,a,Site 2,Transect 2,2012,0,0,13,7
C,Block 3,a,Site 2,Transect 2,2013,0,49,29,0
C,Block 3,a,Site 2,Transect 2,2014,41,NA,0,0
C,Block 3,a,Site 2,Transect 3,2000,22,0,27,3
C,Block 3,a,Site 2,Transect 3,2001,0,0,0,0
C,Block 3,a,Site 2,Transect 3,2002,0,0,42,4
C,Block 3,a,Site 2,Transect 3,2003,16,0,40,0
C,Block 3,a,Site 2,Transect 3,2004,20,20,0,0
C,Block 3,a,Site 2,Transect 3,2005,14,20,41,2
C,Block 3,a,Site 2,Transect 3,2006,20,0,0,0
C,Block 3,a,Site 2,Transect 3,2007,0,23,39,0
C,Block 3,a,Site 2,Transect 3,2008,16,0,32,4
C,Block 3,a,Site 2,Transect 3,2009,0,14,45,0
C,Block 3,a,Site 2,Transect 3,2010,0,0,0,0
